ADDRESSCOUNTRYCODE,ADDRESSSTATECODE,CITY,LASTUPDATEDDATE,POSTALCODE,RECAREAADDRESSID,RECAREAADDRESSTYPE,RECAREAID,RECAREASTREETADDRESS1,RECAREASTREETADDRESS2,RECAREASTREETADDRESS3
"USA","NM","Conchas Dam","2015-06-30","88416","465659","","486","201 Bell Ranch Road","",""
"USA","NM","Pena Blanca","2015-06-30","87041","465660","","487","82 Dam Crest Rd","",""
"USA","NM","Pena Blanca","2015-06-30","87041","465661","","488","82 Dam Crest Road","",""
"USA","NM","Santa Rosa","2015-06-30","88435-0345","465662","","489","P.O. Box #345","",""
"USA","NM","Santa Rosa","2015-06-30","88435","465663","","491","P.O. Box 345","",""
"USA","NY","Danville","2015-06-30","17821","465664","","181","P.O. Box 400","",""
"USA","NY","Danville","2015-06-30","17821","465665","","186","306 Railroad St.","",""
"USA","NY","Mount Morris","2015-06-30","14510-9527","465666","","1821","6103 Visitor Center Road","",""
"USA","NY","Danville","2015-06-30","17821","465667","","189","306 Railroad St.","",""
"USA","NC","Moncure","2015-06-30","27559-0144","465668","","459","PO Box 144","",""
"USA","NC","Riegelwood","2015-06-30","28456","465669","","462","996 Lock #1 Road","",""
"USA","NC","Wake Forest","2015-06-30","27587-1405","465670","","457","11405 Falls Of The Neuse Road","",""
"USA","NC","Wilkesboro","2015-06-30","28697-7462","465671","","461","499 Reservoir Road","",""
"USA","ND","Valley City","2015-06-30","58072-9795","465672","","165","2630-114Th Ave Se","",""
"USA","ND","Jamestown","2015-06-30","58402-1752","465673","","283","P. O. Box 1752","",""
"USA","ND","Valley City","2015-06-30","58072-9795","465674","","163","2630-114Th Ave SE","",""
"USA","ND","Jamestown","2015-06-30","58402-1752","465675","","293","P.O. Box 1752","",""
"USA","ND","Riverdale","2015-06-30","58565-0527","465676","","290","Garrison Project","P.O. Box 527",""
"USA","OH","Lewis Center","2015-06-30","43035-9215","465677","","308","5905 Lewis Center Rd.","",""
"USA","OH","Mineral City","2015-06-30","44656-9645","465678","","340","3434 State Route 212 NE","",""
"USA","OH","Beach City","2015-06-30","44608-9801","465679","","350","Beach City Dam  5449 St Rt 250 NE","",""
"USA","OH","Berlin Center","2015-06-30","44401-9714","465680","","392","7400 Bedell Road","",""
"USA","OH","Bolivar","2015-06-30","44612-9521","465681","","341","11614 Glenpark Road NE","",""
"USA","OH","Glouster","2015-06-30","45732-9727","465682","","335","23560 Jenkins Dam Road","",""
"USA","OH","Waynesville","2015-06-30","45068-9408","465683","","355","4020 N. Clarksville Road","",""
"USA","OH","Lucas","2015-06-30","44843-9606","465684","","342","2203 State Route 603","",""
"USA","OH","Springfield","2015-06-30","45503-2515","465685","","360","2630 Croft Rd","",""
"USA","OH","Tippecanoe","2015-06-30","44699-0116","465686","","343","P.O. Box 116","",""
"USA","OH","Mt. Sterling","2015-06-30","43143-9505","465687","","317","21897 Deer Creek Road","",""
"USA","OH","Delaware","2015-06-30","43015-9708","465688","","318","3920 US 23 North","",""
"USA","OH","Zanesville","2015-06-30","43701-9652","465689","","320","4969 Dillon Dam Rd","",""
"USA","OH","Dover","2015-06-30","44612-6910","465690","","344","5153 State Route 800, NE","",""
"USA","OH","Bowerston","2015-06-30","44695-9621","465691","","351","5037 Deer Road Sw","",""
"USA","OH","Wayland","2015-06-30","44285-0058","465692","","410","P.O. Box 58","",""
"USA","OH","Warsaw","2015-06-30","43844-9534","465693","","339","36007 State Route 715","",""
"USA","OH","Lakeville","2015-06-30","44638-9610","465694","","345","2297 County Road 175","",""
"USA","OH","Cortland","2015-06-30","44410-9321","465695","","401","2961 Warren-Meadville Road","",""
"USA","OH","Warsaw","2015-06-30","43844-9534","465696","","327","36007 Sr715","",""
"USA","OH","Reedsville","2015-06-30","45772-9802","465697","","313","54485 Township Rd. 1027","",""
"USA","OH","Hannibal","2015-06-30","43931","465698","","396","P.O. Box 8","",""
"USA","OH","Felicity","2015-06-30","45120-9709","465699","","316","2443 US Rt 52","",""
"USA","OH","Stratton","2015-06-30","43961","465700","","402","P.O. Box 158","",""
"USA","OH","Newport","2015-06-30","45768-5219","465701","","336","32400 State Route 7","",""
"USA","OH","Bainbridge","2015-06-30","45612-9450","465702","","329","504 Reservoir Road","",""
"USA","OH","Piedmont","2015-06-30","43983-9721","465703","","346","32665 Belmont Ridge Road","",""
"USA","OH","Perrysville","2015-06-30","44864-9782","465704","","347","1041 County Road 3006","",""
"USA","OH","Senecaville","2015-06-30","43780-9801","465705","","348","Rfd #1","",""
"USA","OH","Urichsville","2015-06-30","44683-9802","465706","","349","86801 Eslick Road","",""
"USA","OH","Cincinnati","2015-06-30","45240-3930","465707","","378","10558 McKelvey Road","",""
"USA","OH","Batavia","2015-06-30","45103-9707","465708","","361","2185 Slade Road","",""
"USA","OH","Coshocton","2015-06-30","43812-9496","465709","","337","49320 County Road 497","",""
"USA","OK","Edmond","2015-06-30","73007","465710","","579","9000 E Second","",""
"USA","OK","Fort Gibson","2015-06-30","74434","465711","","544","8568 State Highway 251-A","",""
"USA","OK","Fort Gibson","2015-06-30","74434","465712","","545","8568 State Hwy 251A","",""
"USA","OK","Sallisaw","2015-06-30","74955","465713","","570","HC 61Box238","",""
"USA","OK","Gore","2015-06-30","74435-9404","465714","","576","Rt. 2 Box 21","",""
"USA","OK","Gore","2015-06-30","74435-9512","465715","","574","Rt 2 Box 259","",""
"USA","OK","Skiatook","2015-06-30","74070-9803","465716","","547","5353 Lake RD","",""
"USA","OK","Valliant","2015-06-30","74764-9615","465717","","548","175 White Dove Lane","",""
"USA","OK","Canton","2015-06-30","73724-9512","465718","","549","HCR 65 Box 120","",""
"USA","OK","Stigler","2015-06-30","74462-9440","465720","","554","102 E BK 200 RD","",""
"USA","OK","Fort Gibson","2015-06-30","74434-9619","465721","","556","8568 State Highway 251 - A","",""
"USA","OK","Fort Supply","2015-06-30","73841-9700","465722","","557","RR1 Box 175","",""
"USA","OK","Canton","2015-06-30","73749-9512","465723","","558","HCR65, Box 120","",""
"USA","OK","Kellyville","2015-06-30","74039-9615","465724","","559","27349 W. Heyburn Lake Road","",""
"USA","OK","Sawyer","2015-06-30","74756-0099","465725","","560","P.O. Box 99","",""
"USA","OK","Skiatook","2015-06-30","74022","465726","","561","Attn: Copan Lake Office","396120 St. Hwy 10",""
"USA","OK","Ponca City","2015-06-30","74604-7323","465727","","563","9400 Lake Road","",""
"USA","OK","Sand Springs","2015-06-30","74063-9312","465728","","564","23115 W. Wekiwa Rd","",""
"USA","OK","Oologah","2015-06-30","74053","465729","","566","8400 E. Hwy 88","",""
"USA","OK","Fort Supply","2015-06-30","73841-9700","465730","","567","RR1 Box 175","",""
"USA","OK","Valliant","2015-06-30","74764-9615","465731","","569","175 White Dove Lane","",""
"USA","OK","Clayton","2015-06-30","74536-7972","465732","","577","Hc60 Box 175","",""
"USA","OK","Skiatook","2015-06-30","74070-9803","465733","","581","5353 Lake RD","",""
"USA","OK","Gore","2015-06-30","74435-9547","465734","","571","Rt 1 Box 259","",""
"USA","OK","Waurika","2015-06-30","73573-0029","465735","","573","5900 Waurika Dam Road","",""
"USA","OK","Wister","2015-06-30","74966-9503","465736","","575","25334 US Hwy 270","",""
"USA","OR","Lowell","2015-06-30","97452-0429","465737","","231","P.O. Box 429","",""
"USA","OR","Cascade Locks","2015-06-30","97014-0150","465738","","247","Bonneville Lock & Dam","",""
"USA","OR","Cottage Grove","2015-06-30","97424","465739","","232","75819 Shortridge Hill Road","",""
"USA","OR","Lowell","2015-06-30","97452-0429","465740","","233","P.O. Box 429","",""
"USA","OR","Lowell","2015-06-30","97452-0429","465741","","235","P.O. Box 429","",""
"USA","OR","Lowell","2015-06-30","97452-0429","465742","","248","P.O. Box 429","40386 West Boundary Road",""
"USA","OR","Lowell","2015-06-30","97452-0429","465744","","240","P.O. Box 429","",""
"USA","OR","Junction City","2015-06-30","97448-9599","465745","","237","26275 Clear Lake Rd.","",""
"USA","OR","Lowell","2015-06-30","97452-0249","465746","","244","P.O. Box 429","",""
"USA","OR","Foster","2015-06-30","97345","465747","","238","P.O. Box 807","",""
"USA","OR","Lowell","2015-06-30","97452-0429","465748","","239","P.O. Box 429","",""
"USA","OR","Rufus","2015-06-30","97050","465749","","241","P.O. Box 823","",""
"USA","OR","Umatilla","2015-06-30","97882-7882","465750","","261","82925 Devore Road","",""
"USA","OR","Lowell","2015-06-30","97452-0429","465751","","246","P.O. Box 429","40386 West Boundary Road",""
"USA","OR","Trail","2015-06-30","97541-9607","465752","","242","100 Cole M Rivers Dr","",""
"USA","OR","The Dalles","2015-06-30","97836-698","465753","","245","P.O. Box 564","",""
"USA","PA","Warren","2015-06-30","16365-5599","465754","","397","1205 Kinzua Road","",""
"USA","PA","Danville","2015-06-30","17821","465755","","182","306 Railroad St.","",""
"USA","PA","Lehighton","2015-06-30","18235","465756","","194","2145 Pohopoco Dr","",""
"USA","PA","Leesport","2015-06-30","19533-9750","465757","","195","1268 Pallisades Drive","",""
"USA","PA","Saltsburg","2015-06-30","15681-9544","465758","","393","RD2,Box 131","",""
"USA","PA","Tioga","2015-06-30","16946-9733","465759","","184","RR 1  Box 65","",""
"USA","PA","Ford City","2015-06-30","16226-8815","465760","","394","114 Park Main Road","",""
"USA","PA","Danville","2015-06-30","17821","465761","","185","306 Railroad St.","",""
"USA","PA","Wilcox","2015-06-30","15870-9748","465762","","395","631 East Branch Dam Road","",""
"USA","PA","Beech Creek","2015-06-30","16821","465763","","188","306 RAILROAD ST.","",""
"USA","PA","White Haven","2015-06-30","18661","465764","","198","2488 F.E. Walter Dam Road","",""
"USA","PA","Danville","2015-06-30","17821","465765","","190","306 Railroad St.","",""
"USA","PA","Saltsburg","2015-06-30","15681-9302","465766","","398","440 Loyalhanna Dam Road","",""
"USA","PA","New Bethlehem","2015-06-30","16242","465767","","399","RD 1 Box 229","",""
"USA","PA","E Millsboro","2015-06-30","15433","465768","","400","Rd 1 Box 181-A","",""
"USA","PA","Prompton","2015-06-30","18456","465769","","197","U.S. Army Corps Of Engineers, Prompton Lake","",""
"USA","PA","Hermitage","2015-06-30","16148-7308","465771","","405","2442 Kelly Road","",""
"USA","PA","Tioga","2015-06-30","16946-9733","465772","","191","RR 1 Box 65","",""
"USA","PA","Tionesta","2015-06-30","16353-9801","465773","","407","P.O. Box 539","",""
"USA","PA","Saegertown","2015-06-30","16433","465774","","409","Woodcock Creek Lake","22079 St. Hwy. 198",""
"USA","PA","Confluence","2015-06-30","15424-1932","465776","","412","497 Flanigan Road","",""
"USA","SC","Clarks Hill","2015-06-30","29821-9701","465777","","453","510 Clarks Hill Highway","",""
"USA","SD","Chamberlain","2015-06-30","57325-9801","465778","","287","Box 664","",""
"USA","SD","Hot Springs","2015-06-30","57747","465779","","286","HC 69 Box 74","",""
"USA","SD","Pickstown","2015-06-30","57367","465780","","289","Box 199","399 Powerhouse Road",""
"USA","SD","Pierre","2015-06-30","57501-6174","465781","","292","28563 Powerhouse Road","",""
"USA","SD","Chamberlain","2015-06-30","57325-9801","465782","","282","Big Bend Project","HC 69, Box 74",""
"USA","SD","Yankton","2015-06-30","57078-0710","465783","","291","P.O Box 710","NE Highway 121",""
"USA","TN","Lancaster","2015-06-30","38569-9801","465784","","383","158 Resource Lane","",""
"USA","TN","Ashland City","2015-06-30","37015-9805","465785","","384","1798 Cheatham Dam Road","",""
"USA","TN","Carthage","2015-06-30","37030-9710","465786","","385","71 Corps Lane","",""
"USA","TN","Celina","2015-06-30","38551-9708","465787","","386","540 Dale Hollow Dam Road","",""
"USA","TN","Nashville","2015-06-30","37214-2660","465788","","387","3737 Bell Road","",""
"USA","TN","Hendersonville","2015-06-30","37075-3467","465789","","390","No. 5 Power Plant Rd.","",""
"USA","VT","Jamaica","2015-06-30","05343-9713","465790","","201","88 Ball Mountain Lane","",""
"USA","VT","North Hartland","2015-06-30","05052-0055","465791","","218","P.O. Box 55","",""
"USA","VT","Springfield","2015-06-30","05156-2210","465792","","219","98 Reservoir Road","",""
"USA","VT","Townshend","2015-06-30","05353-2800","465793","","224","3845 VT RT. 30","",""
"USA","VT","East Thetford","2015-06-30","05043-9667","465794","","226","2 Main Street","",""
"USA","VA","Norfolk","2015-06-30","23510","465795","","193","903 Front Street","",""
"USA","VA","Haysi","2015-06-30","24256-9739","465797","","326","192 White Water Rd.","",""
"USA","VA","Covington","2015-06-30","24426","465798","","192","P.O. Box 432","",""
"USA","VA","Pound","2015-06-30","24279-9769","465799","","328","7530 Old North Fork Road","",""
"USA","VA","Bassett","2015-06-30","24055-8617","465800","","460","1058 Philpott Dam Road","",""
"USA","WA","Walla Walla","2015-06-30","99362-8400","465801","","262","3211 Reservoir Road","",""
"USA","WA","Seattle","2015-06-30","98124-2255","465802","","253","P.O. Box 3755","",""
"USA","WA","Dayton","2015-06-30","99328-9758","465803","","257","1001 Little Goose Dam Road","",""
"USA","WA","Burbank","2015-06-30","99323-8662","465804","","255","1215 E. Ainsworth","",""
"USA","WA","Seattle","2015-06-30","98107-4299","465805","","250","3015 NW 54th Street","",""
"USA","WA","Kahlotus","2015-06-30","99335","465806","","259","5520 Devil's Canyon Road","",""
"USA","WA","Pomeroy","2015-06-30","99347-9758","465807","","258","885 Almota Ferry Road","",""
"USA","WA","Enumclaw","2015-06-30","98022-8010","465808","","252","30525 SE Mud Mountain Road","",""
"USA","WA","Bridgeport","2015-06-30","98813-1120","465809","","254","P.O. Box 1120","",""
"USA","OR","The Dalles","2015-06-30","97058-0564","465810","","234","P.O. Box 564","",""
"USA","WV","Lavalette","2015-06-30","25535-0600","465811","","312","5441 Beech Fork Road","",""
"USA","WV","Hinton","2015-06-30","25951-2643","465812","","314","701 Miller Avenue","",""
"USA","WV","Burnsville","2015-06-30","26335-7516","465813","","315","2550 S Main St","",""
"USA","WV","East Lynn","2015-06-30","25512-9744","465814","","321","683 Overlook Trail Road","",""
"USA","WV","Elk Garden","2015-06-30","26717-0247","465815","","183","P.O. Box 247","",""
"USA","WV","London","2015-06-30","25126-0185","465816","","311","P.O. Box 185","",""
"USA","WV","Belle","2015-06-30","25015-1125","465817","","310","2007 W Riverview Drive","",""
"USA","WV","Red House","2015-06-30","25168","465818","","309","RR2 Box 530","",""
"USA","WV","Fairmont","2015-06-30","26554-8612","465819","","403","Rd 8 Box 294","",""
"USA","WV","Wheeling","2015-06-30","26003","465820","","404","Rd 1 Box 33","",""
"USA","WV","Letart","2015-06-30","25253-9690","465821","","332","RT 2 Box 380","",""
"USA","WV","Gallipolis Ferry","2015-06-30","25515-9721","465822","","323","RT. 1 Box 115","",""
"USA","WV","Justice","2015-06-30","24851-0070","465823","","331","Drawer 70","US Route 52 North",""
"USA","WV","Weston","2015-06-30","26452-9666","465824","","406","1012 Skin Creek Road","",""
"USA","WV","Summersville","2015-06-30","26651-9401","465825","","333","2981 Summersville Lake Road","",""
"USA","WV","Sutton","2015-06-30","26601-0426","465826","","334","P.O. Box 426","South Stonewall Street",""
"USA","WV","Grafton","2015-06-30","26354-9738","465827","","408","Rt. 1, Box 257","",""
"USA","WI","Spring Valley","2015-06-30","54767-0190","465828","","162","W501 Eau Galle Dam Road","",""
"USA","WI","La Crescent","2015-06-30","55947-1560","465829","","170","1114 S. Oak St.","",""
"USA","WI","Fountain City","2015-06-30","54629-0397","465830","","171","431 North Shore Drive","",""
"USA","WI","Grand Haven","2015-06-30","49417","465831","","433","Kewaunee Proj Office","",""
"USA","MN","Watson","2015-06-30","56295-0177","465833","","164","9055 1 ST Street West","",""
"USA","MN","Duluth","2015-06-30","55802","465834","","431","USACE, Duluth Area Office","600 Lake Street",""
"USA","MN","Fountain City","2015-06-30","54629-0397","465835","","177","431 North Shore Drive","",""
"USA","MN","Fountain City","2015-06-30","54629-0397","465836","","178","431 North Shore Drive","",""
